Summary Table,,,,,,,,,,,,,,,
,,,,,,,,18.5,5.7,0.5,2.2,24.2,24.7,,"USGS Flow with Discharge (Groups 1, 2, & 3)"
Date,Rainfall Intensity (in),USGS Avg Flow (cfs),USGS Gauge 11087020 (MGD),LACDPW F313B (cfs),LACDPW F313B (MGD),LACDPW G44B (cfs),LACDPW G44B (MGD),SJC-002 (MGD),POM-001,WN-001,WN-002 (Zone 1 Ditch),Discharge SJC002 & POM001 Combined (MGD),"Discharge SJC002, POM001, & WN001 Combined (MGD)",,
2/6/17,0.62,387.0,250.1,0.6,0.4,89.8,58.0,26.5,7.3,0.0,0.0,33.8,33.8,,
2/7/17,0.2,132.0,85.3,0.6,0.4,0.0,0.0,25.0,7.3,0.0,0.0,32.4,32.4,,
2/8/17,0.03,61.7,39.9,32.6,21.1,0.0,0.0,23.6,6.9,0.0,0.0,30.5,30.5,,
2/9/17,0.01,29.2,18.9,27.2,17.6,0.0,0.0,21.9,5.8,0.0,0.0,27.8,27.8,,
2/10/17,0.29,133.0,86.0,7.9,5.1,0.0,0.0,21.8,4.3,0.0,0.0,26.1,26.1,,
2/11/17,0.11,156.0,100.8,0.1,0.1,29.1,18.8,21.9,5.0,0.0,0.0,26.9,26.9,,
2/12/17,0,17.6,11.4,0.3,0.2,0.0,0.0,10.7,4.7,0.0,0.0,15.4,15.4,,
2/13/17,0,147.0,95.0,62.6,40.5,0.0,0.0,21.1,4.4,0.0,0.0,25.5,25.5,,
2/14/17,0,339.0,219.1,183.1,118.4,0.0,0.0,22.2,4.6,0.0,0.0,26.8,26.8,,
2/15/17,0,81.7,52.8,73.3,47.3,0.0,0.0,23.7,3.9,5.2,0.0,27.5,32.8,,
2/16/17,0.42,80.7,52.2,0.2,0.1,0.0,0.0,21.8,5.4,7.1,0.0,27.2,34.3,,
2/17/17,2.47,2780.0,1796.8,13.3,8.6,2167.5,1400.9,22.4,9.1,7.8,0.0,31.5,39.4,,
2/18/17,0.06,398.0,257.2,16.5,10.7,182.9,118.2,21.1,10.6,7.9,0.0,31.7,39.6,,
2/19/17,0,91.3,59.0,0.1,0.1,0.0,0.0,23.1,9.3,7.8,0.0,32.3,40.2,,
2/20/17,0,71.5,46.2,0.3,0.2,0.0,0.0,23.2,9.4,7.7,0.0,32.6,40.3,,
2/21/17,0.01,52.2,33.7,0.4,0.3,0.0,0.0,25.1,6.7,3.7,0.0,31.8,35.6,,
2/22/17,0,32.1,20.7,0.4,0.3,0.0,0.0,23.7,4.3,0.6,0.0,28.0,28.6,,
2/23/17,0,44.6,28.8,1.1,0.7,0.0,0.0,26.2,6.8,0.0,0.0,32.9,32.9,,
2/24/17,0,46.8,30.2,0.0,0.0,0.0,0.0,26.6,8.1,0.0,0.0,34.7,34.7,,
2/25/17,0,34.4,22.2,0.0,0.0,0.0,0.0,25.3,7.9,0.0,0.0,33.1,33.1,,
2/26/17,0.11,66.8,43.2,0.0,0.0,0.0,0.0,23.3,8.7,0.0,0.0,32.0,32.0,,
2/27/17,0,41.3,26.7,27.5,17.8,0.0,0.0,24.9,8.5,0.0,0.0,33.4,33.4,,
2/28/17,0,10.5,6.8,11.8,7.6,0.0,0.0,1.6,7.5,5.4,0.0,9.2,14.6,,
3/1/17,0,1.9,1.2,0.0,0.0,0.0,0.0,0.0,7.8,6.8,0.0,7.8,14.6,,
3/2/17,0,1.4,0.9,0.0,0.0,0.0,0.0,0.0,8.0,5.8,0.0,8.0,13.8,,
3/3/17,0,1.8,1.1,0.0,0.0,0.0,0.0,0.0,7.6,6.4,0.0,7.6,13.9,,
3/4/17,0,20.9,13.5,9.4,6.0,0.0,0.0,20.0,7.7,7.1,0.0,27.7,34.8,,
3/5/17,0.01,32.0,20.7,27.3,17.6,0.0,0.0,19.9,7.5,7.3,0.0,27.5,34.8,,
3/6/17,0,2.6,1.6,1.4,0.9,0.0,0.0,0.0,7.4,6.6,0.0,7.4,14.0,,
3/7/17,0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,4.4,7.3,0.0,4.4,11.7,,
3/8/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.3,0.0,4.3,10.6,,
3/9/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.4,0.0,3.8,9.2,,
3/10/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,6.7,0.0,2.7,9.4,,
3/11/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.9,0.0,4.2,11.2,,
3/12/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,6.3,0.0,1.9,8.2,,
3/13/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.5,0.0,0.9,6.4,,
3/14/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.8,0.0,1.5,7.3,,
3/15/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,6.6,0.0,2.5,9.1,,
3/16/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,6.2,0.0,1.3,7.5,,
3/17/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,0.0,1.0,7.4,,
3/18/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,7.3,0.0,1.7,9.0,,
3/19/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.8,0.0,2.9,9.7,,
3/20/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.6,0.0,0.3,6.9,,
3/21/17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,6.7,0.0,1.8,8.4,,
3/22/17,0.02,3.6,2.3,0.0,0.0,0.0,0.0,0.0,2.4,7.0,0.0,2.4,9.4,,
3/23/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,6.2,0.0,3.6,9.8,,
3/24/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,6.2,0.0,3.5,9.6,,
3/25/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,7.6,0.0,5.4,13.0,,
3/26/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.9,0.0,4.5,11.4,,
3/27/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,5.4,0.0,4.8,10.2,,
3/28/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,5.6,0.0,3.8,9.4,,
3/29/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.9,0.0,4.5,10.4,,
3/30/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,5.9,0.0,3.6,9.5,,
3/31/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,6.4,0.0,3.7,10.2,,
4/1/17,0,0.2,0.2,0.0,0.0,0.0,0.0,25.2,5.0,6.5,0.0,30.1,36.7,,
4/2/17,0,20.4,13.2,4.8,3.1,0.0,0.0,27.0,5.3,6.8,0.0,32.3,39.1,,
4/3/17,0,24.8,16.0,15.6,10.1,0.0,0.0,28.8,1.8,6.0,0.0,30.6,36.6,,
4/4/17,0,4.0,2.6,3.9,2.5,0.0,0.0,3.5,2.9,5.7,0.0,6.4,12.1,,
4/5/17,0,10.3,6.7,2.4,1.5,0.0,0.0,25.2,1.7,6.3,0.0,26.9,33.2,,
4/6/17,0,15.9,10.3,9.2,6.0,0.0,0.0,23.7,3.4,5.8,0.0,27.0,32.9,,
4/7/17,0,15.6,10.1,9.1,5.9,0.0,0.0,21.6,2.2,5.5,0.0,23.8,29.3,,
4/8/17,0.02,28.4,18.4,20.2,13.0,0.0,0.0,25.0,5.3,6.7,0.0,30.4,37.1,,
4/9/17,0,23.3,15.1,16.4,10.6,0.0,0.0,25.5,4.2,7.0,0.0,29.7,36.7,,
4/10/17,0,25.0,16.2,17.8,11.5,0.0,0.0,28.3,2.9,5.9,0.0,31.2,37.1,,
4/11/17,0,6.2,4.0,4.4,2.8,0.0,0.0,6.3,3.1,6.1,0.0,9.4,15.5,,
4/12/17,0,1.0,0.7,0.0,0.0,0.0,0.0,7.6,2.2,6.6,0.0,9.9,16.5,,
4/13/17,0,7.4,4.8,0.0,0.0,0.0,0.0,19.2,1.2,6.5,0.0,20.3,26.9,,
4/14/17,0,20.4,13.2,14.5,9.4,0.0,0.0,26.4,1.8,7.1,0.0,28.2,35.3,,
4/15/17,0,20.6,13.3,16.0,10.3,0.0,0.0,26.3,2.5,7.0,0.0,28.7,35.8,,
4/16/17,0,23.8,15.4,18.2,11.8,0.0,0.0,27.3,4.7,6.8,0.0,32.0,38.8,,
4/17/17,0,25.2,16.3,20.0,12.9,0.0,0.0,27.4,2.9,6.5,0.0,30.3,36.9,,
4/18/17,0,23.9,15.4,18.0,11.6,0.0,0.0,27.5,3.2,6.7,0.0,30.7,37.4,,
4/19/17,0,23.5,15.2,17.3,11.2,0.0,0.0,26.7,2.0,6.3,0.0,28.7,35.0,,
4/20/17,0,18.8,12.2,13.2,8.5,0.0,0.0,24.2,2.0,5.8,0.0,26.3,32.0,,
4/21/17,0,20.3,13.1,13.7,8.9,0.0,0.0,24.6,2.3,6.2,0.0,26.9,33.1,,
4/22/17,0,2.9,1.9,3.7,2.4,0.0,0.0,1.3,3.1,6.3,0.0,4.4,10.8,,
4/23/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,6.1,0.0,5.2,11.4,,
4/24/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6,5.6,0.0,2.1,7.7,,
4/25/17,0,6.7,4.3,0.0,0.0,0.0,0.0,25.6,2.6,5.7,0.0,28.2,33.9,,
4/26/17,0,22.3,14.4,4.6,3.0,0.0,0.0,27.1,1.7,5.8,0.0,28.8,34.6,,
4/27/17,0,2.9,1.9,0.0,0.0,0.0,0.0,2.3,1.8,4.2,0.0,4.1,8.3,,
4/28/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.4,0.0,2.0,7.4,,
4/29/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,6.5,0.0,3.3,9.8,,
4/30/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.6,0.0,5.3,10.9,,
5/1/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.2,0.0,2.0,7.2,,
5/2/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.3,0.0,2.4,7.7,,
5/3/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.2,0.0,2.4,7.6,,
5/4/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.0,0.0,1.1,6.1,,
5/5/17,0.36,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.2,6.5,0.0,1.2,7.7,,
5/6/17,0.01,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.9,7.5,0.0,2.9,10.4,,
5/7/17,1.07,338.0,218.5,0.1,0.1,75.5,48.8,0.0,5.3,7.6,0.0,5.3,12.9,,
5/8/17,0,4.2,2.7,0.1,0.1,0.0,0.0,0.0,3.7,7.0,0.0,3.7,10.7,,
5/9/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.2,6.9,0.0,4.2,11.1,,
5/10/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.4,6.6,0.0,3.4,10.1,,
5/11/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.4,5.6,0.0,0.4,6.0,,
5/12/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.6,6.4,0.0,3.6,10.0,,
5/13/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,5.0,7.5,0.0,5.0,12.5,,
5/14/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,5.7,7.0,0.0,5.7,12.7,,
5/15/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.9,6.3,0.0,2.9,9.2,,
5/16/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.8,6.3,0.0,2.8,9.1,,
5/17/17,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.1,5.9,0.0,2.1,8.0,,
5/18/17,0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,2.3,4.4,0.0,3.4,7.7,,
5/19/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.3,5.9,0.0,1.3,7.2,,
5/20/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3.7,6.5,0.0,3.7,10.1,,
5/21/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.2,0.0,4.7,9.9,,
5/22/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.6,0.0,2.2,7.8,,
5/23/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.4,0.0,1.2,6.6,,
5/24/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.9,6.0,0.0,1.9,7.9,,
5/25/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,6.0,0.0,0.2,6.2,,
5/26/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,6.3,0.0,0.1,6.3,,
5/27/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.2,7.0,0.0,4.2,11.1,,
5/28/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.5,6.3,0.0,4.5,10.8,,
5/29/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.0,6.3,0.0,4.0,10.3,,
5/30/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.7,5.8,0.0,2.7,8.5,,
5/31/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.7,6.4,0.0,1.7,8.2,,
6/1/17,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,8.0,,
6/2/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.8,0.0,2.2,8.0,,
6/3/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.3,0.0,4.4,10.7,,
6/4/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.1,0.0,4.6,10.7,,
6/5/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.6,0.0,1.8,7.3,,
6/6/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.9,0.0,1.7,6.6,,
6/7/17,0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.1,4.5,0.0,20.6,25.1,,
6/8/17,0,0.9,0.6,0.0,0.0,0.0,0.0,22.6,1.4,4.1,0.0,23.9,28.0,,
6/9/17,0,10.7,6.9,0.0,0.0,0.0,0.0,22.4,0.8,5.3,0.0,23.2,28.5,,
6/10/17,0,13.0,8.4,0.0,0.0,0.0,0.0,22.1,4.2,6.5,0.0,26.3,32.8,,
6/11/17,0,16.2,10.5,0.0,0.0,0.0,0.0,22.5,4.4,6.3,0.0,26.9,33.2,,
6/12/17,0.62,11.4,7.4,0.0,0.0,0.0,0.0,17.8,0.7,5.1,0.0,18.5,23.6,,
6/13/17,0,14.6,9.4,0.0,0.0,0.0,0.0,23.4,0.9,5.0,0.0,24.4,29.3,,
6/14/17,0,14.3,9.2,0.0,0.0,0.0,0.0,22.7,0.4,5.3,0.0,23.1,28.4,,
6/15/17,0,11.5,7.4,0.0,0.0,0.0,0.0,19.8,0.0,5.2,0.0,19.9,25.0,,
6/16/17,,9.9,6.4,0.0,0.0,0.0,0.0,18.4,0.2,5.5,0.0,18.6,24.1,,
6/17/17,,7.4,4.8,0.0,0.0,0.0,0.0,16.3,2.8,6.3,0.0,19.1,25.4,,
6/18/17,,16.1,10.4,0.0,0.0,0.0,0.0,20.9,3.5,5.4,0.0,24.4,29.8,,
6/19/17,,15.3,9.9,0.0,0.0,0.0,0.0,20.4,1.8,4.9,0.0,22.2,27.1,,
6/20/17,,15.8,10.2,0.0,0.0,0.0,0.0,22.2,1.3,5.5,0.0,23.5,29.0,,
6/21/17,,15.3,9.9,0.0,0.0,0.0,0.0,21.5,0.2,5.4,0.0,21.7,27.1,,
6/22/17,,13.0,8.4,0.0,0.0,0.0,0.0,20.7,0.3,5.4,0.0,21.0,26.4,,
6/23/17,,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,0.4,5.0,,
6/24/17,,2.4,1.5,0.0,0.0,0.0,0.0,21.3,2.8,5.6,0.0,24.0,29.6,,
6/25/17,,15.8,10.2,0.0,0.0,0.0,0.0,20.6,3.0,4.9,0.0,23.5,28.4,,
6/26/17,,16.6,10.7,0.0,0.0,0.0,0.0,21.6,0.9,4.8,0.0,22.5,27.3,,
6/27/17,,2.3,1.5,0.0,0.0,0.0,0.0,1.2,0.1,4.8,0.0,1.3,6.1,,
6/28/17,,0.5,0.3,0.0,0.0,0.0,0.0,18.1,0.1,5.1,0.0,18.2,23.3,,
6/29/17,,1.8,1.2,0.0,0.0,0.0,0.0,1.3,0.0,5.7,0.0,1.3,7.0,,
6/30/17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.2,0.0,1.5,7.7,,
7/1/17,,7.8,5.1,0.0,0.0,0.0,0.0,0.0,3.7,6.6,0.0,3.7,10.3,,
7/2/17,,11.6,7.5,0.0,0.0,0.0,0.0,0.0,3.0,5.8,0.0,3.0,8.9,,
7/3/17,,13.8,8.9,0.0,0.0,0.0,0.0,16.7,0.7,5.1,0.0,17.5,22.6,,
7/4/17,,8.1,5.3,0.0,0.0,0.0,0.0,16.0,0.3,5.1,0.0,16.3,21.3,,
7/5/17,,10.1,6.5,0.0,0.0,0.0,0.0,17.6,0.5,4.9,0.0,18.0,22.9,,
7/6/17,,9.9,6.4,0.0,0.0,0.0,0.0,17.0,0.1,4.6,0.0,17.1,21.7,,
7/7/17,0,1.2,0.8,0.0,0.0,0.0,0.0,5.7,0.1,5.1,0.0,5.8,10.9,,
7/8/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,5.9,0.0,1.3,7.1,,
7/9/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.9,0.0,2.6,7.5,,
7/10/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.6,0.0,1.1,4.7,,
7/11/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.4,0.0,0.7,4.1,,
7/12/17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.4,1.5,0.5,1.9,,
7/13/17,0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,1.2,0.2,3.2,1.2,1.4,,
7/14/17,0,0.0,0.0,2.2,1.4,0.0,0.0,0.0,0.4,0.0,5.1,0.4,0.4,,
7/15/17,0,0.0,0.0,3.5,2.3,0.0,0.0,0.0,2.1,0.0,5.9,2.1,2.1,,
7/16/17,0,0.0,0.0,4.1,2.7,0.0,0.0,0.0,3.3,0.0,5.8,3.3,3.3,,
7/17/17,0,0.0,0.0,4.0,2.6,0.0,0.0,0.0,1.1,0.0,6.2,1.1,1.1,,
7/18/17,0,0.0,0.0,4.3,2.7,0.0,0.0,0.6,2.1,0.0,5.9,2.7,2.7,,
7/19/17,0,0.0,0.0,3.7,2.4,0.0,0.0,0.0,0.8,3.6,1.7,0.8,4.4,,
7/20/17,0,0.0,0.0,0.7,0.5,0.0,0.0,11.4,0.9,3.1,0.0,12.3,15.4,,
7/21/17,0,0.0,0.0,3.9,2.5,0.0,0.0,14.3,0.2,5.3,0.0,14.4,19.8,,
7/22/17,0,0.0,0.0,5.9,3.8,0.0,0.0,13.5,1.6,7.3,0.0,15.1,22.4,,
7/23/17,0,0.0,0.0,5.6,3.6,0.0,0.0,13.4,4.1,6.4,0.0,17.5,23.9,,
7/24/17,0,0.0,0.0,4.6,2.9,0.0,0.0,13.9,1.8,6.1,0.0,15.8,21.9,,
7/25/17,0,0.0,0.0,4.8,3.1,0.0,0.0,11.8,2.4,1.8,4.3,14.2,16.1,,
7/26/17,0,0.0,0.0,5.0,3.2,0.0,0.0,12.1,1.0,0.0,5.8,13.1,13.1,,
7/27/17,0,0.0,0.0,4.3,2.8,0.0,0.0,14.6,2.2,0.0,5.6,16.8,16.8,,
7/28/17,0,0.0,0.0,6.2,4.0,0.0,0.0,11.6,0.4,0.0,7.1,12.1,12.1,,
7/29/17,0,0.0,0.0,6.6,4.3,0.0,0.0,12.8,3.2,0.0,6.9,16.0,16.0,,
7/30/17,0,0.5,0.3,6.0,3.9,0.0,0.0,12.4,3.2,0.0,5.8,15.6,15.6,,
7/31/17,0,3.2,2.0,5.1,3.3,0.0,0.0,13.8,1.1,0.0,5.8,14.9,14.9,,
8/1/17,0,0.7,0.5,6.2,4.0,0.0,0.0,11.9,1.5,3.3,1.7,13.5,16.7,,
8/2/17,0,1.3,0.9,5.2,3.4,0.0,0.0,11.1,2.6,4.5,0.0,13.7,18.2,,
8/3/17,0,0.1,0.1,5.3,3.4,0.0,0.0,10.4,2.2,4.2,0.0,12.6,16.8,,
8/4/17,0,0.0,0.0,5.5,3.5,0.0,0.0,0.8,2.4,5.3,0.0,3.2,8.5,,
8/5/17,0,0.0,0.0,6.6,4.2,0.0,0.0,0.0,4.3,5.7,0.0,4.3,10.0,,
8/6/17,0,0.0,0.0,6.0,3.9,0.0,0.0,8.8,5.3,4.9,0.0,14.1,19.0,,
8/7/17,0,0.0,0.0,4.5,2.9,0.0,0.0,0.0,1.5,5.1,0.0,1.5,6.6,,
8/8/17,0,0.0,0.0,5.5,3.5,0.0,0.0,0.0,0.9,4.8,0.0,0.9,5.7,,
8/9/17,0,0.0,0.0,4.5,2.9,0.0,0.0,0.0,1.3,4.3,0.0,1.3,5.6,,
8/10/17,0,0.0,0.0,3.9,2.5,0.0,0.0,0.0,0.9,4.3,0.0,0.9,5.3,,
8/11/17,0,0.0,0.0,5.6,3.6,0.0,0.0,0.0,0.8,5.5,0.0,0.8,6.3,,
8/12/17,0,0.0,0.0,6.3,4.1,0.0,0.0,0.0,2.7,5.8,0.0,2.7,8.5,,
8/13/17,0,0.0,0.0,5.9,3.8,0.0,0.0,0.0,3.9,4.9,0.0,3.9,8.8,,
8/14/17,0.4,0.0,0.0,5.1,3.3,0.0,0.0,0.0,1.5,5.5,0.0,1.5,7.1,,
8/15/17,0,0.0,0.0,5.4,3.5,0.0,0.0,0.0,1.5,4.9,0.0,1.5,6.4,,
8/16/17,0,0.0,0.0,4.1,2.7,0.0,0.0,0.0,1.0,4.3,0.0,1.0,5.3,,
8/17/17,0,0.0,0.0,4.3,2.8,0.0,0.0,0.0,0.1,4.1,0.0,0.1,4.2,,
8/18/17,0,0.0,0.0,4.0,2.6,0.0,0.0,0.0,1.7,4.8,0.0,1.7,6.4,,
8/19/17,0,0.0,0.0,5.3,3.4,0.0,0.0,0.0,3.4,5.0,0.0,3.4,8.4,,
8/20/17,0,0.0,0.0,5.2,3.3,0.0,0.0,0.0,4.4,4.7,0.0,4.4,9.1,,
8/21/17,0,0.0,0.0,3.9,2.5,0.0,0.0,0.0,2.7,1.3,2.8,2.7,4.1,,
8/22/17,0,0.0,0.0,3.9,2.5,0.0,0.0,0.0,2.8,0.0,3.7,2.8,2.8,,
8/23/17,0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,3.3,0.0,2.7,3.3,3.3,,
8/24/17,0,0.0,0.0,3.0,1.9,0.0,0.0,0.0,2.9,0.0,3.2,2.9,2.9,,
8/25/17,0,0.0,0.0,3.2,2.1,0.0,0.0,0.0,2.5,0.0,4.8,2.5,2.5,,
8/26/17,0,0.0,0.0,4.3,2.7,0.0,0.0,0.0,4.1,0.0,5.1,4.1,4.1,,
8/27/17,0,0.0,0.0,4.1,2.7,0.0,0.0,0.9,5.5,0.0,4.4,6.4,6.4,,
8/28/17,0,0.0,0.0,2.5,1.6,0.0,0.0,0.0,2.0,0.0,3.8,2.0,2.0,,
8/29/17,0,0.0,0.0,2.4,1.5,0.0,0.0,0.0,2.2,0.0,3.9,2.2,2.2,,
8/30/17,0,0.0,0.0,3.5,2.2,0.0,0.0,0.0,2.0,0.0,3.4,2.0,2.0,,
8/31/17,0,0.0,0.0,2.2,1.4,0.0,0.0,0.0,2.3,0.0,3.5,2.3,2.3,,
9/1/17,0,0.0,0.0,3.7,2.4,0.0,0.0,0.0,2.0,0.0,4.1,2.0,2.0,,
9/2/17,0,0.0,0.0,4.9,3.2,0.0,0.0,0.0,3.0,0.0,5.0,3.0,3.0,,
9/3/17,0,0.0,0.0,4.3,2.8,0.0,0.0,0.0,5.2,0.0,4.4,5.2,5.2,,
9/4/17,0,0.0,0.0,2.9,1.8,0.0,0.0,0.0,5.3,0.0,4.5,5.3,5.3,,
9/5/17,0,0.0,0.0,3.5,2.3,0.0,0.0,0.0,3.4,0.0,4.2,3.4,3.4,,
9/6/17,0,0.0,0.0,2.8,1.8,0.0,0.0,0.0,3.7,0.0,4.2,3.7,3.7,,
9/7/17,0,0.0,0.0,2.6,1.7,0.0,0.0,0.0,1.4,0.0,4.3,1.4,1.4,,
9/8/17,0,0.0,0.0,2.8,1.8,0.0,0.0,0.0,2.4,0.0,4.9,2.4,2.4,,
9/9/17,0,0.0,0.0,4.4,2.9,0.0,0.0,0.0,3.4,0.0,5.3,3.4,3.4,,
9/10/17,0,0.0,0.0,4.1,2.6,0.0,0.0,0.0,5.8,0.0,5.1,5.8,5.8,,
9/11/17,0.35,0.0,0.0,3.1,2.0,0.0,0.0,0.0,3.0,0.0,5.1,3.0,3.0,,
9/12/17,0,0.0,0.0,2.4,1.5,0.0,0.0,0.0,2.6,0.0,4.6,2.6,2.6,,
9/13/17,0,0.0,0.0,3.0,1.9,0.0,0.0,0.0,3.0,0.0,4.2,3.0,3.0,,
9/14/17,0,0.0,0.0,3.7,2.4,0.0,0.0,0.0,0.9,0.0,4.4,0.9,0.9,,
9/15/17,0,0.0,0.0,3.6,2.3,0.0,0.0,0.0,3.8,0.0,4.8,3.8,3.8,,
9/16/17,0,0.0,0.0,4.2,2.7,0.0,0.0,0.0,5.8,0.0,5.2,5.8,5.8,,
9/17/17,0,0.0,0.0,4.2,2.7,0.0,0.0,0.0,7.7,0.0,4.5,7.7,7.7,,
9/18/17,0,0.0,0.0,2.1,1.4,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,,
9/19/17,0,0.0,0.0,3.4,2.2,0.0,0.0,15.2,5.3,0.0,4.3,20.6,20.6,,
9/20/17,0,0.0,0.0,3.4,2.2,0.0,0.0,17.4,5.5,0.0,6.4,22.9,22.9,,
9/21/17,0.01,0.0,0.0,1.0,0.6,0.0,0.0,16.2,6.1,0.0,4.0,22.3,22.3,,
9/22/17,0,0.0,0.0,3.9,2.5,0.0,0.0,0.7,5.6,0.0,4.0,6.3,6.3,,
9/23/17,0,0.0,0.0,5.1,3.3,0.0,0.0,0.0,5.8,0.0,4.8,5.8,5.8,,
9/24/17,0,0.0,0.0,4.3,2.8,0.0,0.0,0.0,6.9,0.0,4.1,6.9,6.9,,
9/25/17,0,0.0,0.0,2.9,1.9,0.0,0.0,0.0,4.0,0.0,3.9,4.0,4.0,,
9/26/17,0,0.0,0.0,2.6,1.7,0.0,0.0,0.0,3.8,0.0,3.6,3.8,3.8,,
9/27/17,0,0.0,0.0,1.9,1.2,0.0,0.0,0.0,1.7,0.0,2.6,1.7,1.7,,
9/28/17,0,0.0,0.0,2.7,1.7,0.0,0.0,0.0,3.2,0.0,3.2,3.2,3.2,,
9/29/17,0,0.0,0.0,3.7,2.4,0.0,0.0,15.7,2.2,0.0,4.5,17.8,17.8,,
