"","Species","AIC","Pval","McFadsR2"
"1","AW",339.693207784978,0.00148877925542111,0.0305662547138636
"2","BE",4.00000000037848,1,-Inf
"3","BW",1159.56465190779,0.175970253674597,0.00158272878444921
"4","MF",123.189732354101,0.063830785745902,0.0286243936631608
"5","SW",168.546425909691,0.000235008923458212,0.094593282103259
"6","SY",4.00000000056771,1,-Inf
